name,line
Geralt," Not your lucky day, it seems. What happened next?"
Man," We found that daft bugger in the ship, then pitched camp near the guard"
Geralt, Crach sent me here to find Hjalmar. New king'll soon be chosen on
Man," So it's started already. Hjalmar, ruler of all Skellige..."
Geralt, Doubt he's cut out for it?
Man," Hjalmar's irresponsible, stubborn and heeds no counsel. But he's a born"
Geralt, Cerys has put forth her claim to the throne as well.
Man," Cerys?! But she's-- Well, she's..."
Geralt," Like father, like daughter."
Man, What about Crach? He support her? He let her sail off on some daft
Geralt, It was pretty much a shock to everyone.
Man," Crach, too? Or did he encourage her? Tell her to set off on some mad"
Geralt, Wasn't thrilled. Especially since Cerys set out without telling him.
Man, Nor did she tell me. Where'd she go? Who'd she take with her?
Geralt, Spikeroog. And no one.
Man, She went alone! Damn the dogs! If Hjalmar'd only... Has she come back?
Geralt, Hadn't returned when I left Ard Skellig.
Geralt," Yeah, she's back. Did what she set out to do, too."
Man, Thank the gods.
Geralt, Think I know enough. So long.
Man," Wait, I'll go with you. Luckily the trolls didn't use my bow for"
Geralt, Good. Let's go.
Folan, Thorsten...
Folan, Arvid an Tordarroch. He was dead set on comin' with us...
Folan, Oh gods -- near twenty of 'em... But no Hjalmar.
Hjalmar, Folan! Thought you died! What happened? Where'd you go?
Folan, What happened's you mighta listened to me when I told you not to take
Hjalmar," Alone... Should've woke me. I'd 'ave listened to you then, but"
Hjalmar, Folan! I was sure you'd died! Where've you been?
Folan," Cerys has gone to Spikeroog! Alone! Couldn't wait, no, had to sneak"
Hjalmar, Cerys? She staked a claim to the throne then? And you'd 'ave rather
Folan, I'd 'ave liked to have the choice!
Hjalmar," Wait. Still need to thank you, Geralt of Rivia. I'll never forget"
Hjalmar," Hehe. Thanks, White One. If not for you that mighta taken me much"
Geralt, Geralt of Rivia.
Hjalmar, The Geralt of Rivia? Like in the ballad about the sorceress and the
Geralt, Looks like it.
Hjalmar," Right, well, forgive me. Just thought that all happened long ago."
Geralt, Visiting the isle.
Hjalmar," Very amusing, Geralt of Rivia. Everyone knows a true brute's taken"
Geralt, Not about to stop you.
Hjalmar," Then perhaps you'd like to join me? With my crew gone, I could use"
Geralt, Leif's dead.
Geralt, I can help.
Hjalmar," Hm... Agreed! With my crew gone, I could use a body at my side."
Geralt, Leif's dead.
Geralt, Your father sent me. He needs you on Ard Skellig.
Hjalmar, Impossible. Da knows I'll not return till I kill the giant.
Geralt, Situation's changed. The fate of all Skellige will be decided on Ard
Hjalmar, The fate of Skellige's bein' decided here. If I accomplish this
Geralt, The other claimants are already waiting at Kaer Trolde.
Hjalmar," Hm, seems I must hurry then. Time to face the giant. Comin' with?"
Geralt, We should see to your friend.
Hjalmar, Right. His wounds need tendin'.
Geralt, Not what I meant. He's dead.
Geralt, Take it you're gonna fight the giant whether I help you or not.
Hjalmar," Of course. But first, I need to patch up Leif, move him where he"
Geralt, Leif's dead.
Geralt, Where's the rest of your crew?
Hjalmar, Fought our way through a swarm of sirens to get here. Only a handful
Geralt, He's dead.
Geralt, Your crew -- what happened to them?
Hjalmar," Ah, it all started with a storm -- you see, then came the blasted"
Geralt, Seems more doomed than heroic to me.
Hjalmar," No, that's just the gods lookin' to see what mettle we're made of."
Geralt, You know me?
Hjalmar, Our bards sing ballads about you. And my father told me of your
Folan, So that ballad 'bout the witcher and the sorceress...that's you?
Geralt, Yeah...
Hjalmar," What? Nah, he's just unconscious. Lost a bit of blood, you know?"
Geralt, He's dead. Trust me.
Hjalmar, Swore he'd sink his blade into the giant's heart -- swore it on the
Hjalmar, Let's go.
Hjalmar, Comin' with me?
Folan, Stupid question.
Hjalmar," Join us, Geralt."
Folan, Was to be his last voyage...
Hjalmar, Hurry now! Pick up the pace!
Geralt, Just like Crach...
Folan, See you're rarin' to go.
Hjalmar," I'm tellin' you, ploughin' enormous whoreson he is!"
Folan, Wonderful.
Geralt, So I heard.
Hjalmar, Can't believe I finally got the bastard.
Folan, Ehh...
Geralt, Haven't gotten him yet.
Hjalmar," Geralt, help me smash that. We're sure to reach the giant's cave this"
Folan, I'll cover you. Position myself so as to keep the giant in sight.
Geralt, Getting colder... Gotta be close...
Hjalmar," Careful, now... One odd step and you could wake him."
Vigi," Hey, quick! Let me out 'fore he wakes!"
Geralt, Key should be around here somewhere...
Hjalmar," Wait. Know what they call Vigi? The Loon. For good reason, too. Best"
Vigi," What? You out of your bloody mind, an Craite?"
Geralt, I thought he was your comrade.
Vigi," He is, which is how I know what he's like to do."
Geralt," Let's free him. Giant's pretty big, looks pretty mean. We could use"
Hjalmar, Even one swung by a madman?
Vigi," I heard that, an Craite! Let me out right now!"
Geralt," Wait here, I'll look for the key."
Geralt," All right, guess he should stay in the cage, then."
Vigi," Whaa? I'll not forget this, an Craite! You want all the glory to"
Vigi," Hey, let me out! Quick!"
Folan, Shut your trap! I sat in a bloody troll cauldron with nary a murmur.
Vigi," Thanks, brother. I'll remember that."
Geralt, Let's get out of here.
Vigi, Right. Just as soon as I kill him.
Vigi, Don't even! No closer! He's mine! Get out of here! The whoreson's mine!
Geralt," Shut up, you idiot..."
Vigi, Hah! I knew we'd best him!
Folan, Vigi...you daft bastard.
Hjalmar, Vigi...you daft bastard.
Hjalmar, Hahahaha!
Folan, Hahahaha!
Vigi, Hahahaha! Heeheheh aahhh... But where are the others?
Hjalmar, Vigi. Poor bugger.
Geralt, Should've let him out.
Folan, Shouldn't blame yourself. We never knew with Vigi. Might've rushed
Hjalmar, And that might've spelled death for us all.
Hjalmar, Vigi. Poor bugger.
Geralt, Should've let him out.
Hjalmar, Don't blame yourself. Vigi wasn't exactly the predictable type. Soon
Hjalmar," Thanks for your help, White Wolf. Geralt the Giantslayer -- I'll make"
Geralt, Sure sounds better than the Butcher of Blaviken. So be it.
Geralt," ""Hjalmar the Giantslayer"" sounds better. It was your venture, you"
Hjalmar, Hm. Believe you're right.
Hjalmar, Let's get outta here.
Geralt, Let's go.
Geralt, Wanna look around some more.
Hjalmar," In that case, I'll meet you on the beach, near the port."
Geralt, Gonna head back to Ard Skellig?
Hjalmar," Aye, need to make it known, tell how bravely my boys fought. Make"
Geralt, Think everyone'll see it that way?
Hjalmar, I'm prepared to take responsibility for their deaths. I was in
Geralt," Farewell, an Craite."
Hjalmar," Thanks for your help, witcher. I've a distinct sensation, won't"
Geralt, Gonna head back to Ard Skellig?
Hjalmar," Aye, after all, I'm to be crowned. I killed the giant, I won back"
Geralt, Regret ever setting out on this expedition?
Hjalmar, What's that matter now? Giant's dead. And the folk of Undvik can
Geralt, Hadn't returned when I left Ard Skellig.
Hjalmar," Went to Spikeroog, you say... Venture she aims to face whatever's"
Geralt, Some say Udalryk's the gods' chosen one.
Hjalmar," They also say the gods are merciful. Witcher, uh, I'm certain"
Geralt, Islanders will see it as a great victory.
Hjalmar," Cause¹ Skellige is the victor, whereas I've lost me friends. I've"
Hjalmar," Aye, after all, I'm to be crowned. I killed the giant, I won back"
Geralt, And Cerys.
Hjalmar, Cerys? Me sis? But she's...
Geralt, She sailed off to Spikeroog. Alone.
Hjalmar, Alone? What on earth is was thinking?
Hjalmar," Someone oughta sail after her, stop this foolishness..."
Geralt," She's back already. What's more, she was successful."
Hjalmar, Oh... She always liked competin' with me. I've always won in the
Geralt," So long, an Craite."
Geralt, Set out to help Udalryk. Don't think she can do it?
Hjalmar," Oh, gods, Cerys... Uh, witcher -- you wouldn't happen to be"
Geralt," Yeah, I planned to go there."
Hjalmar," Good. Thanks, Geralt. I hope we meet again."
Geralt," Farewell, an Craite."
Geralt," Don't know yet. Your father asked me to, but...what if I help her,"
Hjalmar," Hahah! Hahaha! You helped me, too. Let's call it evenin' the"
Geralt, Thought you didn't fully trust them.
Hjalmar," Willin' to give them one last chance. So long, witcher."
Geralt," Mm. So long, an Craite."
Geralt, Probably not.
Hjalmar, Probably? So you may still change your mind? If you happen to be
Geralt, Of course.
Hjalmar," Thanks, Geralt. I hope we meet again."
Geralt," Farewell, an Craite."
Geralt, Surprised everyone.
Hjalmar, And da? Did he support her? Let her set off on some mad expedition?
Geralt, Wasn't pleased. Especially since Cerys didn't mention it to him
Hjalmar, Nor to me.
Arnvald, Master Geralt! A guard spotted you from the tower. They sent me to
Geralt, Why was it closed? This that famous Skellige hospitality?
Arnvald," Nay, 'tis tradition. After the feast, the jarls'll choose the king,"
Geralt, So maybe I oughta stop by another time.
Geralt, Crach make an exception just for me?
Arnvald," All know what you did for Cerys and Hjalmar. Today, you're one of us."
Geralt, How's the mood in there?
Arnvald, Calm. Too calm!
Geralt, How's that?
Arnvald," We've an adage here in Skellige... At a good feast, mead and blood"
Geralt, Not sure. Sounds preferable to dull banquets garnished with court
Cerys, I've as much right to it as you do!
Hjalmar," And I'd expect you to support me, not pinch my allies! If an an"
Cerys," Should be you? 'Cause you got fur growin' on your chin, that it?"
Hjalmar," Show some of your own, and the jarls just might listen to you!"
Cerys, Want your mug smacked? Remember! I was left standin' last time we
Hjalmar, Yeah? So you'll fight the Vildkaarls with me? Wonder who'll do
Cerys, Ugh! Stop your shite boastin'!
Hjalmar," Cerys! Hey! Ah, dammit!"
Geralt, Don't see Crach. He talking to the jarls?
Arnvald," No, went to his chambers. To prepare your promised reward, no doubt."
Geralt, Bad way to play it out.
Hjalmar," Think I don't know that? But you saw her, she's so...so..."
Arnvald, Stubborn? Fierce? Mule-headed? Refuses to listen to anyone?
Hjalmar, Exactly!
Arnvald, Ahem...
Hjalmar," Hahaha! True, Arnvald, me and Cerys -- we're near twins in that"
Hjalmar," If you've a spell, witcher, perhaps you'd fancy some fisticuffs with"
Geralt, Maybe later.
Geralt, Cerys.
Cerys," Heard us, didn't you."
Geralt, So did everyone in that room who's not completely deaf.
Cerys," Hjalmar wastes his time arguin' with me, and I really don't know why..."
Geralt, You're his sister. It's natural.
Cerys," We've always argued, but I thought somethin' like this... Thought he'd"
Geralt," Would you prefer he ignored you, refused to see you as a rival?"
Cerys, Perhaps you're right.
Geralt, You think you stand a chance?
Cerys, I don't know. That doesn't mean I'm givin' up. I'd never do that.
Geralt, Course you wouldn't.
Cerys," It's just, after Udalryk, solvin' his grief, I thought I'd gained some"
Geralt, Better get back to your guests. Won't gain any votes talking to me.
Cerys," You're right... Till later, Geralt."
Geralt, Hjalmar? Can you...?
Hjalmar, Ugh. Seal shit. Take a look. Still got all my teeth?
Geralt, Most of 'em. Did quite a number on you.
Hjalmar," Why're you laughin'? They'd 'ave trashed you, too."
Geralt," Huh, doubt it."
Hjalmar," That so? Care to wager on it? Drop any one of the Vildkaarls, and I'll"
Geralt, You're on. Start wrapping that sword for me.
Hjalmar," Don't sell your fish till they're in the boat, Wolf."
Geralt, Heard you're taking on challengers in fistfights.
Vildkaarl," Challengers? Argh, nay. Ain't none a challenge to us."
Vildkaarl, We're here to hit. Hit till our fists're red with blood.
Geralt, Let's do this.
Vildkaarl, Gladly.
Geralt, Vildkaarls? Who're they?
Hjalmar," Ehh, these wild men, live in the hills."
Geralt," Shepherds, then?"
Hjalmar," Aye. Without the sheep. They live off killin', eat only what they"
Geralt, Thanks. Got scars enough.
Hjalmar, See your bollocks've shriveled.
Vildkaarl," A witcher, eh? Ye fight more like a little bitch. Get outta my"
Hjalmar," Heheh, not so tough without your blade. Which is too bad, 'cause you"
Geralt, Here. May it serve you well.
Hjalmar, Hah! Can't wait to test a witcher's blade in battle!
Geralt," Listen, how about I give you the equivalent in coin instead of my"
Hjalmar," Shouldn't 'ave bet it then! But...fine. Owe you that much, for old"
Vildkaarl," Argh, pth! You hit good. Hard."
Hjalmar, Oh! What a fight! Smacked his gob so hard it's a wonder his brain
Geralt," Greetings, Birna. Feast not to your liking?"
Birna, This is no feast. It's a farmers' market where where votes are bought
Geralt, Leaving Kaer Trolde?
Birna," Tomorrow at daybreak. Enjoy yourself, Master Geralt."
Geralt, Svanrige's not gonna vie for support?
Birna, Bran's son will not haggle for a crown that is his by right.
Geralt," Far as I know, crown goes to the claimant who gains the most votes."
Birna, That is the tradition. But not all traditions are good. The Isles'
Geralt, What's wrong with voting for your king?
Birna," Take a walk, listen, and you'll understand. The claimants already"
Geralt, Take it you have a specific family in mind.
Birna, Of course. Bran was the best king Skellige's seen in centuries. The
Geralt, May I?
Crach," You must, even! Come, I've been waiting for you. So, feast to your"
Geralt, Definitely more to drink.
Crach," Aye, there is. Rolled all of it out of my cellars! Double meads, triple,"
Geralt, Promised me a reward for helping your children.
Crach, And I aim to keep my word. Here. This bauble's been in the family for
Geralt, Beautiful craftsmanship. Thanks.
Crach," Heh, I'm the one--"
Geralt, Something tells me there's a purpose to your hospitality.
Crach," Aye, there is. In the Isles, mead and meat stand to gain you as much"
Geralt," If that's true, you can rest easy about how the vote'll turn out."
Crach, I'll rest easy on the morrow. When the crown rests on one of my
Geralt, Feeling torn between Hjalmar and Cerys?
Crach," You mean, do I have a favorite? Nay. They're as different as fire and"
Geralt, Between you and me...Hjalmar's not too hot-headed to be king?
Crach, Depends on the kind of king you have in mind. Want one who'll send
Geralt," If you escalate your attacks, you stand to infuriate Emhyr. Could"
Crach, In Skellige we spit on the notion of peace at any cost.
Geralt, Think the council of jarls will dare to put a woman on the throne?
Crach," If you'd asked me some months ago, I'd 'ave laughed in your face."
Geralt, Saw you talking to Birna. What about?
Crach," Politics. After all, naught else interests her. Wench tried to"
Geralt, Why do I think you turned her down?
Crach, You put it mildly. I showed her the door!
Chant, Lu-gos! Lu-gos! Lu-gos!
Crach," Hear that? Dammit, Hjalmar's probably started another row."
Geralt, That's not Hjalmar. Let's go.
Holger, Cloth! Gimme some cloth! Gotta stop the bleedin'! Quick!
Halbjorn, Da... Da...
Madman, Take my cloak.
Holger," Hold on, son, you'll pull through. A shark grabbed my leg once..."
Hjort, He's dead.
Holger, Raaaaaaaaaaah!
Madman, Crach! Where'd those bears come from?! Heh?! Answer! Now!
Hjalmar, Careful how you speak to my da!
Madman," Stow your blade, pup! Or Crach'll lose a son, too!"
Crach," You insult me, Lugos. And now you threaten my son. I will not stand for"
Madman, Then come here! C'mon! Put you down like a rabid dog!
Donar, Calm down! Calm down! Enough blood's been spilt! Someone brought these
Udalryk," Find the guilty, an Craite. Find and kill them. Else your clan will be"
Geralt, Dammit! Things've sure gotten messy.
Cerys," That's putting it mildly. We've clues to examine, things to consider."
Hjalmar, We've no time for that. I know where to find the guilty.
Geralt, Anybody see how the bears got in?
Hjalmar, Don't matter. I know where to find the guilty already.
Cerys, Wait! Are you mad? You're gonna kill folk before we've learned what
Hjalmar," Learn all you want. Meantime, I'll go wash the shame off our clan."
Cerys, Hey! The jarls ain't listenin' anymore! Stop playin' the hero and think
Hjalmar," Our honor's at stake, sis. That can't wait."
Cerys," Are you listening to me? Someone let those bears in. We must know who,"
Geralt," You're right, Cerys. I'll help you."
Cerys, Thanks.
Hjalmar, Fine. See you when I return with the traitors' heads.
Geralt," I'm going with Hjalmar. Don't know where, but I'm going."
Hjalmar, Knew you'd not turn down an adventure!
Geralt, Pretty sure you can handle this fine without me.
Crach," Aye, we will. So long, Wolf."
Crach," I'll stay here. Someone must see to everything -- summon the healer,"
Hjalmar, We ride for Fornhala. At a gallop!
Hjalmar," Right, we're here."
Geralt, Meaning? Gonna explain what we're doing or not?
Hjalmar, Remember the wild men I sparred with? The ones we call Vildkaarls?
Geralt, You might've mentioned them when I walked in...
Hjalmar, This is Fornhala. Their village. They were the ones who changed into
Geralt, So what now?
Hjalmar," Simple. We welcomed the Vildkaarls under our roof, gave them food,"
Geralt, Nice and simple. Kind of plan I like.
Hjalmar," And that's why I like you. Come on, Wolf. The skalds'll sing of"
Geralt," Should at least take one alive, make him testify before--"
Hjalmar," This ain't the Continent, witcher. Don't need no court to see"
Geralt," Stopped to consider that somebody might've duped them, used them?"
Hjalmar," Then they'll die for bein' idiots. Enough jabberin', already. Let's"
Geralt, Vildkaarls -- what else do you know about 'em?
Hjalmar, They're not part of any clan. They've no wives nor children.
Geralt, So how do they reproduce? By budding?
Hjalmar, No. Those wishin' to devote their lives to battle come here to join
Geralt, Got a feeling it's more than gossip.
Geralt," Why not speak up right away? Back there, in front of everyone?"
Hjalmar," Cause¹ they'd 'ave started talkin'. Questionin', quarrelin'. Words"
Hjalmar," No one here. Ran away, knew I'd come for them."
Geralt," Odd. From what you said, they don't sound like the type to lack"
Hjalmar, Vildkaarls don't have families. Won't be anyone to mourn them.
Hjalmar," Look! Up there... A corpse, by my reckonin'."
Geralt, Mhm. Needs examining.
Geralt, A Skellige custom I don't know about?
Hjalmar," If it is, it's new to me as well."
Hjalmar, Fought bare-fisted. To the death. Some kind of trial?
Geralt, Probably. Or a very bloody sport. This one here... Doesn't look like
Hjalmar," Aye, true. More slender in the shoulders, no tattoos... Interestin'."
Geralt, An old shrine...covered in runes.
Hjalmar," I know the signs. Language of our forefathers. ""Svalblod."" Dammit..."
Geralt, What is it? That a name?
Hjalmar, Aye. A deity whose worship is banned. All altars to him were razed
Geralt, Doesn't make sense to fear the gods. Only ever dangerous in stories.
Hjalmar, The gods don't concern me... Their followers do.
Geralt, What'd this deity do to earn condemnation?
Hjalmar, Him? Nothin'. But those who promised him almost drowned Skellige in
Hjalmar, You see...Svalblod demands sacrifices. Human sacrifices. Sword at the
Geralt, *Sniff* Strange smell. Bit like incense... Bit like a bait we witchers
Hjalmar, For what?
Geralt, Bears.
Hjalmar," Crikey, you've a sniffer like a hound's."
Geralt, Better. Follow me.
Hjalmar," Don't matter. Body's still warm, they're close. Come on."
Hjalmar," Geralt, finish up your ferretin' already."
Hjalmar, Look. Someone walked through it.
Geralt, Tracks lead uphill.
Hjalmar, I'll bloody give 'em tattoos...
Geralt, Trapdoor under a bearskin rug... Classic.
Hjalmar, C'mon. Open it.
Geralt, Air's thick with incense.
Hjalmar, I'm gonna puke. It's as though--
Geralt, Shh. Hear that? Noise from below.
Hjalmar," Ah, finally."
Halgrim, Lookin' for death?
Hjalmar, Nay. Vengeance.
Geralt, And answers. Why'd you attack Kaer Trolde?
Halgrim, We didn't come to the feast to kill. But we've no regrets about what
Geralt, Strong blood? What're you talking about?
Halgrim, I speak of the she-bear and her cub.
Geralt, Like the men whose corpses we found?
Halgrim, Aye. Those who wish to join us enter the Ursine Circle in groups of
Hjalmar, We've talked enough.
Halgrim, Good. Talkin' tires me.
Geralt," Well, won't get anything else out of him."
Hjalmar," We don't need to. Everything's clear, blood for blood."
Geralt," Your vengeance, your rules."
Geralt, Realize they might've acted at someone's behest? Might've just been
Hjalmar," We an Craite have always had foes. Let them plot, let them strike."
Geralt, Voices... More of 'em further on.
Hjalmar, I'm countin on it. Let's go!
Druid, Svalblod! Svalblod! We summon thy power!
Hjalmar, Our forebears forbade all from worshippin' Svalblod. On pain of death.
Artis, What?! Where'd you--
Geralt, From Kaer Trolde. Bet you know why we're here.
Artis," Aye. On a matter that's naught to you, mutant. A matter of pride and"
Geralt," True, not my concern. Hjalmar, he's all yours."
Hjalmar, I could just butcher you like a swine...but I'll let you die with
Geralt, Didn't see any honor in what happened at Crach's castle. That was a
Artis," You see in darkness, yet are still blind."
Artis, We spilled that blood for Skellige. For a king we can be proud of.
Geralt, Don't give a damn about your motivations. Gimme a name.
Artis, I'd sooner die than tell you.
Artis, Arise! Arise! And drink of the blood!
Hjalmar, Not afraid to die. Gotta give 'em that.
Geralt," A letter... Turns out the Vildkaarls -- unwitting tools. This druid,"
Hjalmar, Who signed it?
Geralt, Nobody. Anonymous.
Hjalmar," You were right... There's someone else behind it all, all the mayhem."
Geralt, What now?
Hjalmar, I'll tell the jarls what we found here. Hope it's enough to clear
Geralt, Suspect anyone?
Hjalmar, I know many who crave the crown... But none who'd stoop so low to
Geralt," Whoever it is, they could strike again."
Hjalmar, And I'll be on my guard.
Hjalmar, It was them attacked us. The Vildkaarls.
Donar, Will you claim they turned into bears? That they're the berserkers our
Hjalmar, I saw them transform. With my own eyes.
Madman, Did you see Freya ride astride a wild boar as well? You discovered as
Geralt, I'll vouch for Hjalmar.
Madman," Why would we believe you, eh? You're a lackey to an Craite."
Donar," And a witcher. He knows beasts, including those that take on human"
Geralt," Send men to Fornhala, then you'll believe."
Madman," Been there. A shabby village, a few huts. What's there of interest?"
Hjalmar, A temple: to Svarblod.
Udalryk," Go on, Hjalmar."
Hjalmar," What about? I found the traitors, wrought vengeance on them. That's"
Geralt," No, not everything. The Vildkaarls conspired with someone. Found a"
Brina, Vague. This does not identify the guilty party.
Donar, That's not why we've gathered. You washed away disgrace with the blood
Crach, So 'tis true... Warriors who become bears...
Geralt, I'd say it's the opposite. I saw their transformative ritual... Our
Crach, The Vildkaarls have been punished. You and Hjalmar saw to that. But our
Geralt, No need. Again.
Crach, I'll not take any more of this modesty. This is a land of heroes! Let
Geralt, What do you think -- who'll get the nod?
Crach," Come with me, see for yourself. All may listen to our deliberations."
Geralt," I do have a horse in the race. Can't refuse, to be honest."
Crach," As I thought. Well, let's go."
Geralt, Might join you later.
Crach, Countin' on it. As are my children.
Cerys, Ever see anythin' like that?
Geralt, No. And I hope I never will again.
Cerys," Where'd the bears come from? We were all laughin', eatin', drinkin'..."
Geralt, We've talked enough. Let's look around.
Cerys, Lemme know what you find. I'll speak to the others. Maybe someone saw
Geralt, What happened before the massacre? Be precise.
Cerys, Yo-young Lugos bet he could empty a barrel of beer in one go. He
Geralt, We'll avenge them. I promise.
Geralt, Know who died?
Cerys," Drogodar, Draig Bon-Dhu, Blueboy Lugos, Halbjorn, Otrygg... Take some"
Geralt, But you could name the claimants to the throne who survived in one
Cerys, What're you sayin'?
Geralt, Nothing -- just yet.
Cerys," Pull yourself together, Sinna. How'd they get in?"
Sinna, Dunno... The gates were shut!
Warrior," Looked away a moment... Turned back around, saw a bear standin' by"
Cerys, For what? You're talkin' rubbish.
Warrior, So the tales are true... Warriors in battle frenzy transformed into
Cerys, Berserkers... But how'd they come to be here?
Geralt," All right, what do we have here...?"
Geralt," Bear's head, but the tongue's short, like a human's. Mouth smells of"
Geralt, Something under the fur...a tattoo? Shape of a bear paw.
Geralt, Old scar... Looks like it was sutured.
Geralt," Half-man, half-bear. Something like a lycanthrope. No full moon, so"
Geralt, *Sniff* Earthy scent from the bear's maw. Something towards...
Geralt, Mff. Here. Mead spiked with some kind of mushroom...and...human blood?
Cerys, A guard saw what happened. Those weren't bears. They were--
Geralt, ...men who transform into bears.
Cerys, Uh-huh. Berserkers.
Geralt, Think I know what caused them to transform -- the mead they drank.
Cerys, Hjort might help us. Few druids know herbs better.
Geralt, Can't hurt to try.
Geralt, Berserkers?
Cerys, The skalds' name for warriors who change into animals in the midst of
Geralt," Mhm. Almost. We were at a feast, not on a battlefield."
Hjort," Freya, our mother, may the sea swallow the traitors. Freya, our lady..."
Geralt, Mind if I interrupt?
Hjort, Already have. What is it?
Geralt," Someone spiked one of the mead barrels. With blood and something else,"
Hjort, Give me the horn. I know the smell... A mushroom -- mardroeme.
Geralt, Mardroeme. Never heard of it.
Hjort," You've another name for it on the Continent. Psilocybe, I believe?"
Geralt, All right. Peasants eat it to soothe pain.
Hjort," Udalryk tried it, too...but only a few times. In larger doses, the"
Cerys," Yes, the last thing Udalryk needed more of. Thanks for your help."
Geralt, Mardroeme related in any way to berserkers?
Hjort, Aye... But only in the tales told to children as they're put to sleep
Geralt," Only a legend, I know. Still, I find it easier to believe than some"
Geralt, Cerys wasn't lying. You know your fungi.
Hjort," I do. Especially those which affect the mind, soothe it, summon waking"
Cerys," But he's done with that now, right?"
Hjort, It's not that simple... But we'll wean him off it yet.
Cerys, Blood and mardroeme. The taste of human flesh and a substance that
Geralt," Maybe. Hard to believe someone spiked the mead here in the hall,"
Cerys, You're right. I helped prepare for the feast...I'd 'ave noticed. It
Cerys, We must find the traitors quickly. Elsewise the warriors will take
Geralt, Think they'd attack Crach openly?
Cerys, My father or each other. All in the finest Skellige tradition. Haven't
Geralt," Funny. Arnvald said the same. For a feast to be any good, mead's gotta"
Cerys, Might say he got his wish. I really hope Hjalmar's doin' something
Geralt," Relax. Your brother's impetuous, not stupid."
Cerys," We keep the poison at the cellar's other end, down below. Come, I'll"
Geralt, Mahakaman spirit. Someone ruined several barrels of the finest...
Cerys, Good thing da's got other worries on his mind.
Cerys, Right behind you.
Geralt, That's a relief.
Geralt, Shit...!
Cerys, The spirit!
Geralt, Akh akh akh...
Cerys," There's another exit behind the barrels. But they're too heavy, we'll"
Geralt, Don't intend to. Quick!
Cerys, Gods... We might've been burned alive!
Geralt, Somebody's damn desperate to bring our investigation to a quick end.
Cerys," One rarely used, more like. When Hjalmar and I were little, we'd play"
Geralt, When I get my hands on that pyromaniac--
Cerys, Let's think... They had to use the entrance we used... Maybe they left
Geralt," Maybe. When the door slammed shut and the fire broke out, did you hear"
Cerys," No, but I've no witcher senses at my disposal. You must hear the hair"
Geralt," Huh, I try not to eavesdrop. Anyway, entrance is worth checking. Come"
Geralt," Must've felt his clothing rip, but was in a hurry..."
Cerys, What's this?
Geralt, Piece of cloth.
Cerys, No... It can't be!
Geralt, What is it?
Cerys, Arnvald's tunic! Only he wears this kind!
Geralt, Sure about that?
Cerys, Saw him in the main hall with the servants. Let's go!
Cerys, Look! It's him!
Geralt, Grab a horse. We'll chase him down.
Cerys," Arnvald! Stop, dammit!"
Geralt, Doubt he'll listen...
Cerys, When I get my hands on him...
Geralt, You don't stand a chance!
Arnvald, We'll see about that!
Geralt, Shit... He's fast.
Arnvald," Quick, they're after me."
Warrior," No time to lose, then. Kill him."
Arnvald, Huh? Are you mad? I'm on your side!
Warrior, Not anymore.
Cerys," Geralt, we need him alive."
Geralt, Figured as much. Help me.
Cerys, Hah! Got him!
Geralt, Why'd you betray them? Talk. Or I'll finish what I started.
Arnvald, Why did you help me?
Cerys," Because I want to hear why you betrayed my father, my brother and our"
Arnvald, No an Craite should ever sit on Skellige's throne. I know you better
Cerys, Curious. Never heard you voice that idea. But I do know one who never
Arnvald, Yes. Birna Bran.
Geralt, Everyone needs to hear this. Let's get back to Kaer Trolde.
Cerys, Will you tell the council of jarls of the plot?
Arnvald, I will. I was ready to die for Birna... But not like this!
Cerys, The Thing will need to convene. Let's go!
Geralt, What was her motive?
Cerys," It's obvious. She schemed this up to get rid of the other claimants,"
Geralt," So, didn't get away after all. A small key...to a drawer or small"
Cerys, So? Find anythin'?
Geralt, Mhm. Arnvald's body... And this key. Had it on him.
Cerys, We've gotta search his room.
Geralt, Lead the way.
Cerys, Still can't believe Arnvald played a part in it.
Geralt, Know him well?
Cerys," Since childhood. He was always tight-lipped, secretive, but never hurt"
Cerys," Let's get to work. Search every nook, turn things upside-down if need"
Geralt, Think he'd be dumb enough to leave any evidence behind?
Cerys, He didn't expect to be pursued... Might not've managed to take
Geralt," ""The Song of Bran the Conqueror."""
Cerys, Bran the Conqueror's a hero to Clan Tuirseach. He took Skellige's
Geralt," Interesting, but it's hardly proof."
Geralt, Clothes all over the place. Think Arnvald might've been in a hurry.
Cerys, And a lone shoe. Unlike him -- he paid attention to how he looked.
Geralt, Wonder where the other one is.
Cerys, Think that important?
Geralt, Was wearing both on the beach. Remember that clearly 'cause he
Geralt, An empty envelope... Hm... Scene's familiar.
Cerys, Must say I envy you that.
Geralt, Ambergris. Means a user of perfume. That's the scene to follow.
Geralt," A hidden compartment...? Hm, might oughta try Arnvald's key?"
Cerys, A letter. I told you!
Geralt, Smell it? Birna's perfume...
Cerys," Never liked it, horribly suffocating. Might've guessed it was her."
Geralt, Read that letter already.
Cerys, Instructions on how to spike the mead... Some promises. But it's
Geralt, Think it's enough?
Cerys, It's got to be. We shouldn't delay any longer. Time to gather the
Geralt, What was her motive?
Cerys," It's obvious. She schemed this up to get rid of the other claimants,"
Donar," I've assembled the jarls in council as you demanded, Cerys an Craite."
Cerys, Birna Bran's.
Birna, The lass is mad. Do you think anyone will believe you?
Cerys, You had them serve poisoned mead to the berserkers.
